q38	
q37	d169
q23	
q10	d231
q16	d132,d150,d176,d184,d229,d250,d277
q09	d198,d205,d223
q32	d025,d031,d090,d139,d254
q06	d026,d029,d069,d257,d297,d303,d329
q44	d029,d185
q14	
q25	
q46	d094,d133
q07	d004,d034
q04	d286
q42	
q17	d121,d271
q27	
q34	
q41	d150,d174
q26	
q28	d136,d174
q40	
q18	d192,d194,d203,d210
q01	
q36	d257,d265
q29	d037,d046,d294
q12	
q22	
q19	d179
q02	d291,d293
q03	d105,d147,d152,d283,d291,d318
q13	
q24	d129,d221,d240,d282
q45	d105
q08	d108,d110,d117,d205,d251
